時刻,時間 (ミリ秒),コンピュータ,理由,タグ,処理,ランク,方向,インタフェース,フレームの種類,プロトコル,フラグ,送信元IP,送信元MAC,送信元ポート,送信先IP,送信先MAC,送信先ポート,パケットサイズ,繰り返しカウント,終了時刻,フロー,ステータス,備考,データフラグ,データインデックス,データ
2015-02-17 01:40:37,1424104837330249,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,17504,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,55701,06776BF6A5AD02E9E54000030800450002784054400035060000D28071FB0A0A11F144600050C622975DED48B86F80180073000000000101080A92E1D09D026A134E
2015-02-17 01:40:39,1424104839701419,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,22776,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55703,06776BF6A5AD02E9E540000308004500022E31CC400035060000D28071FB0A0A11F158F8005021B0A187DE57DF958018002E000000000101080A4A78AADC026A143B
2015-02-17 01:40:48,1424104848655704,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,8937,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,55705,06776BF6A5AD02E9E54000030800450002787178400035060000D28071FB0A0A11F122E900500E9862F50FCE433A80180073000000000101080A4AA32D11026A17BC
2015-02-17 01:40:52,1424104852680452,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,33514,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,55707,06776BF6A5AD02E9E5400003080045000278D0F0400035060000D28071FB0A0A11F182EA00502F90F2CFB964AE7080180073000000000101080A4AA33CC7026A194E
2015-02-17 01:40:54,1424104854724026,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,43257,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55709,06776BF6A5AD02E9E540000308004500022E7D4E400035060000D28071FB0A0A11F1A8F90050755F9EB59DB48FBB8018002E000000000101080A4A78E58A026A1A18
2015-02-17 01:40:58,1424104858701975,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,65259,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,55711,06776BF6A5AD02E9E5400003080045000278689B400035060000D28071FB0A0A11F1FEEB0050F59143263D1F6ACE80180073000000000101080A4AA3544B026A1BA7
2015-02-17 01:41:01,1424104861166743,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,65339,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55713,06776BF6A5AD02E9E540000308004500022E30E7400035060000D28071FB0A0A11F1FF3B00501C9CF896F8C119258018002E000000000101080A4A82C308026A1C9E
2015-02-17 01:41:01,1424104861697137,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.63.158,02:E9:E5:40:00:03,41870,10.10.17.241,06:77:6B:F6:A5:AD,80,578,1,,接続フロー,138,,8,55715,06776BF6A5AD02E9E54000030800450002340FFE40003F06000036F93F9E0A0A11F1A38E005000EE5EE723B00CFE8018008D000000000101080A93375793026A1CD3
2015-02-17 01:41:12,1424104872726195,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,21220,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,55717,06776BF6A5AD02E9E54000030800450002788BDE400035060000D28071FB0A0A11F152E40050B5170758AFF3EA6480180073000000000101080A4AA38B11026A2122
2015-02-17 01:41:17,1424104877733731,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,47354,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55719,06776BF6A5AD02E9E540000308004500022EC501400035060000D28071FB0A0A11F1B8FA0050CFF20215811D37248018002E000000000101080A4A793F7A026A2317
2015-02-17 01:41:18,1424104878326523,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,15909,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,55721,06776BF6A5AD02E9E54000030800450002786241400035060000D28071FB0A0A11F13E250050EDA2C3FF5A3C199680180073000000000101080A4AAEDFCB026A2352
2015-02-17 01:41:21,1424104881118888,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.41,02:E9:E5:40:00:03,42872,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55723,06776BF6A5AD02E9E540000308004500022EC0F340003F06000036F956290A0A11F1A7780050CCC08C1DB6729C7B80180073000000000101080AA2244575026A2469
2015-02-17 01:41:22,1424104882944064,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.56,02:E9:E5:40:00:03,57995,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55725,06776BF6A5AD02E9E540000308004500022E479F40003F06000036F956380A0A11F1E28B005075598B009E882D8C80180073000000000101080A4A6EC31B026A2521
2015-02-17 01:41:23,1424104883349659,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,24102,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,55727,06776BF6A5AD02E9E54000030800450002787033400035060000D28071FB0A0A11F15E2600509B1B89F02E1C962780180073000000000101080A4AAEF369026A2548
2015-02-17 01:41:24,1424104884114049,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.41,02:E9:E5:40:00:03,42874,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55729,06776BF6A5AD02E9E540000308004500022E04D140003F06000036F956290A0A11F1A77A005076115C618E1B65C980180073000000000101080AA2245132026A2595
2015-02-17 01:41:26,1424104886126423,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.41,02:E9:E5:40:00:03,42893,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55731,06776BF6A5AD02E9E540000308004500022EB01D40003F06000036F956290A0A11F1A78D0050449CEF999094EC0B80180073000000000101080AA2245906026A265E
2015-02-17 01:41:26,1424104886610017,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.65,02:E9:E5:40:00:03,33261,10.10.17.241,06:77:6B:F6:A5:AD,80,580,1,,接続フロー,138,,8,55733,06776BF6A5AD02E9E5400003080045000236E19F40003F06000036F956410A0A11F181ED0050587FCB4558334A0A80180073000000000101080AA23F2560026A268E
2015-02-17 01:41:27,1424104887951600,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.56,02:E9:E5:40:00:03,57996,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55735,06776BF6A5AD02E9E540000308004500022EE7B440003F06000036F956380A0A11F1E28C00506E4237887A382F5D80180073000000000101080A4A6ED6A8026A2715
2015-02-17 01:41:28,1424104888481993,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,11780,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,55737,06776BF6A5AD02E9E540000308004500023EB0C5400035060000D28071FB0A0A11F12E040050AD5E53CA5A7BCE9D80180073000000000101080A92E4FD9A026A274A
2015-02-17 01:41:29,1424104889449181,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.60,02:E9:E5:40:00:03,57372,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55739,06776BF6A5AD02E9E540000308004500022E393F40003F06000036F9563C0A0A11F1E01C0050326C67CDB177E44380180073000000000101080AA22E5878026A27AA
2015-02-17 01:41:31,1424104891508354,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,7685,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,55741,06776BF6A5AD02E9E540000308004500023EEA95400035060000D28071FB0A0A11F11E05005033C1EA489635F80580180073000000000101080A92E50967026A2878
2015-02-17 01:41:32,1424104892366343,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,28199,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,55743,06776BF6A5AD02E9E5400003080045000278C11C400035060000D28071FB0A0A11F16E270050846EDE0B0F8686A680180073000000000101080A4AAF16A7026A28CE
2015-02-17 01:41:32,1424104892756338,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,22835,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,55745,06776BF6A5AD02E9E540000308004500023EEABA400035060000D28071FB0A0A11F159330050267C406747D1DE6880180073000000000101080A92E3D368026A28F6
2015-02-17 01:41:33,1424104893941923,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.42,02:E9:E5:40:00:03,57523,10.10.17.241,06:77:6B:F6:A5:AD,80,576,1,,接続フロー,138,,8,55747,06776BF6A5AD02E9E5400003080045000232210340003F06000036F9562A0A0A11F1E0B3005086BF83DB9C07522880180073000000000101080AA20C5DA9026A296C
2015-02-17 01:41:33,1424104893957523,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.56,02:E9:E5:40:00:03,57997,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55749,06776BF6A5AD02E9E540000308004500022E89BD40003F06000036F956380A0A11F1E28D00503BF26E1F8FC905F780180073000000000101080A4A6EEE1C026A296E
2015-02-17 01:41:34,1424104894612715,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.65,02:E9:E5:40:00:03,33262,10.10.17.241,06:77:6B:F6:A5:AD,80,580,1,,接続フロー,138,,8,55751,06776BF6A5AD02E9E5400003080045000236A05540003F06000036F956410A0A11F181EE0050A5FCEB70805D195480180073000000000101080AA23F44A5026A29AF
2015-02-17 01:41:34,1424104894955910,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.42,02:E9:E5:40:00:03,57525,10.10.17.241,06:77:6B:F6:A5:AD,80,576,1,,接続フロー,138,,8,55753,06776BF6A5AD02E9E540000308004500023252C340003F06000036F9562A0A0A11F1E0B50050D0B039A94BA040F680180073000000000101080AA20C619B026A29D1
2015-02-17 01:41:35,1424104895455104,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.60,02:E9:E5:40:00:03,57373,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55755,06776BF6A5AD02E9E540000308004500022E96A540003F06000036F9563C0A0A11F1E01D00507F1EFFC893500D6480180073000000000101080AA22E6FED026A2A03
2015-02-17 01:41:35,1424104895611102,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.65,02:E9:E5:40:00:03,33263,10.10.17.241,06:77:6B:F6:A5:AD,80,580,1,,接続フロー,138,,8,55757,06776BF6A5AD02E9E5400003080045000236C8AC40003F06000036F956410A0A11F181EF00500A3B86A6F75B93FC80180073000000000101080AA23F4892026A2A13
2015-02-17 01:41:35,1424104895954297,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.56,02:E9:E5:40:00:03,57998,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55759,06776BF6A5AD02E9E540000308004500022E84C240003F06000036F956380A0A11F1E28E0050F1DB77D1F3785C9680180073000000000101080A4A6EF5F1026A2A36
2015-02-17 01:41:36,1424104896781087,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,26956,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,55761,06776BF6A5AD02E9E540000308004500023E98B2400035060000D28071FB0A0A11F1694C00502114823B4605C37180180073000000000101080A92E3E31C026A2A87
2015-02-17 01:41:40,1424104900369041,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,17505,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,55763,06776BF6A5AD02E9E54000030800450002780BD8400035060000D28071FB0A0A11F144610050B4B6D39863CFA15B80180073000000000101080A92E2C6DB026A2BEE
2015-02-17 01:41:41,1424104901804222,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,62797,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,55765,06776BF6A5AD02E9E540000308004500023E1252400035060000D28071FB0A0A11F1F54D00501139EB644EBBF59780180073000000000101080A92E3F6B9026A2C7E
2015-02-17 01:41:42,1424104902958608,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.42,02:E9:E5:40:00:03,57555,10.10.17.241,06:77:6B:F6:A5:AD,80,576,1,,接続フロー,138,,8,55767,06776BF6A5AD02E9E5400003080045000232FD4140003F06000036F9562A0A0A11F1E0D3005096F78460567B9F8D80180073000000000101080AA20C80E5026A2CF2
2015-02-17 01:41:43,1424104903457801,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.60,02:E9:E5:40:00:03,57374,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55769,06776BF6A5AD02E9E540000308004500022E781740003F06000036F9563C0A0A11F1E01E0050CCF7FDBAB52EFBB980180073000000000101080AA22E8F31026A2D23
2015-02-17 01:41:45,1424104905532575,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,11782,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,55771,06776BF6A5AD02E9E540000308004500023ECCCB400035060000D28071FB0A0A11F12E060050601F935708EC578880180073000000000101080A92E5402C026A2DF2
2015-02-17 01:41:46,1424104906390564,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,17506,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,55773,06776BF6A5AD02E9E540000308004500027878E7400035060000D28071FB0A0A11F1446200507126AD2EBF71850C80180073000000000101080A92E2DE5F026A2E48
2015-02-17 01:41:48,1424104908387338,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,11808,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,55775,06776BF6A5AD02E9E54000030800450002785FFC400035060000D28071FB0A0A11F12E200050D60A11576925BA2A80180073000000000101080A4AAF553D026A2F10
2015-02-17 01:41:50,1424104910415312,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,17507,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,55777,06776BF6A5AD02E9E5400003080045000278434E400035060000D28071FB0A0A11F1446300506D5DB3CC2C3D414980180073000000000101080A92E2EE1E026A2FDB
2015-02-17 01:41:50,1424104910555710,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,40455,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,55779,06776BF6A5AD02E9E540000308004500023EE952400035060000D28071FB0A0A11F19E070050DBF4C16F6A56808980180073000000000101080A92E553CA026A2FE8
2015-02-17 01:41:50,1424104910618109,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.65,02:E9:E5:40:00:03,33264,10.10.17.241,06:77:6B:F6:A5:AD,80,580,1,,接続フロー,138,,8,55781,06776BF6A5AD02E9E540000308004500023640D240003F06000036F956410A0A11F181F000502AC1CA6475F1D65880180073000000000101080AA23F832E026A2FF0
2015-02-17 01:41:55,1424104915126452,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.41,02:E9:E5:40:00:03,42966,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55783,06776BF6A5AD02E9E540000308004500022EA4BD40003F06000036F956290A0A11F1A7D60050369375662F54387080180073000000000101080AA224CA53026A31B3
2015-02-17 01:41:59,1424104919447596,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,42108,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,55785,06776BF6A5AD02E9E5400003080045000278BC98400035060000D28071FB0A0A11F1A47C005028C7B45B392E6E6680180073000000000101080A92E3115F026A3361
2015-02-17 01:42:01,1424104921974764,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.42,02:E9:E5:40:00:03,57580,10.10.17.241,06:77:6B:F6:A5:AD,80,576,1,,接続フロー,138,,8,55787,06776BF6A5AD02E9E5400003080045000232763540003F06000036F9562A0A0A11F1E0EC0050FBB2C38ECE15959E80180073000000000101080AA20CCB27026A345F
2015-02-17 01:42:02,1424104922458358,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.60,02:E9:E5:40:00:03,57377,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55789,06776BF6A5AD02E9E540000308004500022E4DD640003F06000036F9563C0A0A11F1E0210050D5409B3874643D1080180073000000000101080AA22ED96E026A3490
2015-02-17 01:42:04,1424104924704729,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.63.158,02:E9:E5:40:00:03,41875,10.10.17.241,06:77:6B:F6:A5:AD,80,578,1,,接続フロー,138,,8,55791,06776BF6A5AD02E9E54000030800450002349BFC40003F06000036F93F9E0A0A11F1A3930050B334DCCDA436D6328018008D000000000101080A93384DBB026A3571
2015-02-17 01:42:06,1424104926717103,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.63.158,02:E9:E5:40:00:03,41876,10.10.17.241,06:77:6B:F6:A5:AD,80,578,1,,接続フロー,138,,8,55793,06776BF6A5AD02E9E5400003080045000234A89840003F06000036F93F9E0A0A11F1A39400505FA8039C710921A88018008D000000000101080A93385590026A3639
2015-02-17 01:42:07,1424104927309895,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,21300,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55795,06776BF6A5AD02E9E540000308004500022E2488400035060000D28071FB0A0A11F1533400501796E856C8878CE68018002E000000000101080A4A83C568026A3674
2015-02-17 01:42:11,1424104931334644,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,58165,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55797,06776BF6A5AD02E9E540000308004500022E7233400035060000D28071FB0A0A11F1E3350050810BADBCF85FC28D8018002E000000000101080A4A83D51D026A3806
2015-02-17 01:42:12,1424104932348631,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,45878,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55799,06776BF6A5AD02E9E540000308004500022E3BAA400035060000D28071FB0A0A11F1B33600509F47E926E9DBC3578018002E000000000101080A4A83D91A026A386C
2015-02-17 01:42:13,1424104933830612,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,47438,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,55801,06776BF6A5AD02E9E540000308004500023EDC0F400035060000D28071FB0A0A11F1B94E0050CF75B6483B3147AE80180073000000000101080A92E473CE026A3900
2015-02-17 01:42:15,1424104935718188,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.63.158,02:E9:E5:40:00:03,41878,10.10.17.241,06:77:6B:F6:A5:AD,80,578,1,,接続フロー,138,,8,55803,06776BF6A5AD02E9E5400003080045000234893540003F06000036F93F9E0A0A11F1A3960050328DF80B9205299D8018008D000000000101080A933878C0026A39BE
2015-02-17 01:42:15,1424104935749387,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,8933,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,55805,06776BF6A5AD02E9E5400003080045000278346A400035060000D28071FB0A0A11F122E500503172BBDD5A879D4A80180073000000000101080A4AA48146026A39C0
2015-02-17 01:42:19,1424104939774136,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,13030,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,55807,06776BF6A5AD02E9E54000030800450002789B17400035060000D28071FB0A0A11F132E600507A56127AE505D60480180073000000000101080A4AA490FB026A3B53
2015-02-17 01:42:23,1424104943892483,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,51451,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55809,06776BF6A5AD02E9E540000308004500022E7AE0400035060000D28071FB0A0A11F1C8FB0050ACAD41894A4E5FD28018002E000000000101080A4A7A41DD026A3CEE
2015-02-17 01:42:28,1424104948806420,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,21223,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,55811,06776BF6A5AD02E9E54000030800450002788A08400035060000D28071FB0A0A11F152E70050268544ACF886D3B380180073000000000101080A4AA4B43A026A3EDA
2015-02-17 01:42:30,1424104950912393,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,55540,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,55813,06776BF6A5AD02E9E540000308004500022EBD00400035060000D28071FB0A0A11F1D8F40050C4FAE84451358F278018002E000000000101080A4A7A5D49026A3FAC
2015-02-17 01:42:31,1424104951723582,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.63.158,02:E9:E5:40:00:03,41879,10.10.17.241,06:77:6B:F6:A5:AD,80,578,1,,接続フロー,138,,8,55815,06776BF6A5AD02E9E540000308004500023475D940003F06000036F93F9E0A0A11F1A3970050D778C913D277B08B8018008D000000000101080A9338B744026A3FFE
